Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Miami Open,2024-03-27,Masters 1000,Outdoor,Hard,4th Round,3,Khachanov K.,Zverev A.,Zverev A.,16,5,2265,5060,3.0,1.4,1-6 4-6
Miami Open,2024-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Machac T.,Sinner J.,3,60,8310,891,1.08,8.0,6-4 6-2
Miami Open,2024-03-28,Masters 1000,Outdoor,Hard,Quarterfinals,3,Jarry N.,Medvedev D.,Medvedev D.,23,4,1575,7765,5.5,1.14,2-6 6-7
Miami Open,2024-03-28,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Marozsan F.,Zverev A.,5,57,5060,929,1.29,3.75,6-3 7-5
Miami Open,2024-03-28,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Dimitrov G.,Dimitrov G.,2,12,8805,2935,1.14,5.5,2-6 4-6
Miami Open,2024-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Medvedev D.,Sinner J.,3,4,8310,7765,1.5,2.63,6-1 6-2
Miami Open,2024-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Zverev A.,Dimitrov G.,Dimitrov G.,5,12,5060,2935,1.62,2.3,4-6 7-6 4-6
Miami Open,2024-03-31,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Dimitrov G.,Sinner J.,3,12,8310,2935,1.22,4.33,6-3 6-1
Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Kecmanovic M.,Bautista Agut R.,Bautista Agut R.,50,93,995,654,1.62,2.3,1-6 5-7
Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Marterer M.,Thiem D.,91,97,655,616,1.62,2.3,6-1 6-7 6-4
Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Pouille L.,Borges N.,Borges N.,241,62,252,871,2.63,1.5,6-0 6-7 3-6
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Fucsovics M.,Cachin P.,Fucsovics M.,85,78,697,733,1.44,2.75,7-5 6-2
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Martinez P.,Martinez P.,54,77,955,741,2.1,1.73,4-6 2-6
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Choinski J.,Fonseca J.,Choinski J.,188,288,325,193,2.1,1.73,6-2 6-7 6-4
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Koepfer D.,Llamas Ruiz P.,Llamas Ruiz P.,52,152,972,421,1.44,2.75,4-6 3-6
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Jorda Sanchis D.,Faria J.,Jorda Sanchis D.,329,262,159,217,3.0,1.4,7-6 6-1
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Rodionov J.,Garin C.,Garin C.,119,112,515,543,3.0,1.4,6-7 5-7
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Fils A.,Sousa J.,Fils A.,37,272,1130,209,1.25,4.0,7-5 6-4
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Rocha H.,Monfils G.,Monfils G.,197,45,306,1067,3.2,1.36,5-7 5-7
Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Coria F.,Van De Zandschulp B.,87,88,690,687,2.0,1.8,6-4 4-6 6-1
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Gasquet R.,Gasquet R.,91,122,655,508,1.62,2.3,4-6 6-7
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Hurkacz H.,Choinski J.,Hurkacz H.,10,188,3425,325,1.14,5.5,7-6 6-4
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Jorda Sanchis D.,Llamas Ruiz P.,Llamas Ruiz P.,329,152,159,421,5.0,1.17,6-7 4-6
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Borges N.,Musetti L.,Borges N.,62,24,871,1610,2.75,1.44,7-6 6-3
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Fils A.,Garin C.,Garin C.,37,112,1130,543,1.62,2.3,6-2 4-6 4-6
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Bautista Agut R.,Martinez P.,77,93,741,654,1.73,2.1,7-5 6-4
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,Ruud C.,Ruud C.,87,8,690,3615,4.5,1.2,1-6 2-6
Estoril Open,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Fucsovics M.,Monfils G.,Fucsovics M.,85,45,697,1067,2.1,1.73,1-6 6-1 7-5
Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Llamas Ruiz P.,Hurkacz H.,Hurkacz H.,152,10,421,3425,3.5,1.3,6-7 4-6
Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,Borges N.,Garin C.,112,62,543,871,2.63,1.5,6-2 7-6
Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Martinez P.,Martinez P.,122,77,508,741,3.0,1.4,4-6 4-6
Estoril Open,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Fucsovics M.,Ruud C.,8,85,3615,697,1.2,4.5,6-3 6-2
Estoril Open,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Garin C.,Hurkacz H.,Hurkacz H.,112,10,543,3425,2.63,1.5,3-6 6-3 3-6
Estoril Open,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Martinez P.,Ruud C.,Martinez P.,77,8,741,3615,5.0,1.17,6-4 4-6 6-4
Estoril Open,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Martinez P.,Hurkacz H.,Hurkacz H.,77,10,741,3425,2.5,1.53,3-6 4-6
U.S. Men's Clay Court Championships,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Nakashima B.,Ajdukovic D.,Nakashima B.,92,115,655,528,1.4,3.0,6-1 6-4
U.S. Men's Clay Court Championships,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Kypson P.,Bergs Z.,Bergs Z.,133,111,472,545,1.91,1.91,6-7 3-6
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Hijikata R.,Eubanks C.,Hijikata R.,80,41,723,1087,2.2,1.67,7-6 7-6
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Ritschard A.,Wolf J.J.,Wolf J.J.,194,96,309,625,2.1,1.73,3-6 6-2 4-6
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Kudla D.,Darderi L.,72,160,781,409,1.33,3.4,3-6 7-6 6-2
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Paire B.,Galan D.E.,Galan D.E.,142,83,460,711,2.63,1.5,6-7 4-6
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Duckworth J.,Brouwer G.,Duckworth J.,105,199,565,300,2.5,1.53,6-3 6-3
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Michelsen A.,Purcell M.,Purcell M.,70,79,790,726,1.4,3.0,5-7 7-6 4-6
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Mmoh M.,Varillas J.P.,Mmoh M.,123,101,507,596,2.5,1.53,6-2 7-6
U.S. Men's Clay Court Championships,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Kokkinakis T.,Kovacevic A.,Kovacevic A.,104,98,584,613,1.5,2.63,6-7 7-6 4-6
U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Giron M.,Shapovalov D.,Giron M.,51,121,990,510,2.2,1.67,6-2 7-5
U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Wu Y.,Thompson J.,Thompson J.,298,33,185,1195,2.1,1.73,4-6 4-6
U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Cerundolo F.,Darderi L.,72,23,781,1715,2.5,1.53,6-4 2-6 7-6
U.S. Men's Clay Court Championships,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Hijikata R.,Nakashima B.,Nakashima B.,80,92,723,655,3.4,1.33,1-6 4-6
U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Shelton B.,Bergs Z.,Shelton B.,16,111,2260,545,1.4,3.0,3-6 6-4 6-3
U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Wolf J.J.,Giron M.,Giron M.,96,51,625,990,3.2,1.36,4-6 3-6
U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Mmoh M.,Purcell M.,Mmoh M.,123,79,507,726,1.67,2.2,6-2 7-5
U.S. Men's Clay Court Championships,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Galan D.E.,Etcheverry T.,Etcheverry T.,83,30,711,1310,3.5,1.3,4-6 4-6
U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Duckworth J.,Tiafoe F.,21,105,1770,565,1.25,4.0,6-2 6-7 7-5
U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,2nd Round,3,Kovacevic A.,Thompson J.,Thompson J.,98,33,613,1195,2.38,1.57,6-4 6-7 6-7
U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Shelton B.,Nakashima B.,Shelton B.,16,92,2260,655,1.8,2.0,7-5 7-6
U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Giron M.,Darderi L.,Darderi L.,51,72,990,781,1.8,2.0,0-6 4-6
U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Thompson J.,Tiafoe F.,21,33,1770,1195,1.44,2.75,7-6 6-4
U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Etcheverry T.,Shelton B.,Shelton B.,30,16,1310,2260,1.73,2.1,7-6 4-6 4-6
U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Darderi L.,Tiafoe F.,21,72,1770,781,1.91,1.91,6-2 7-6
U.S. Men's Clay Court Championships,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Tiafoe F.,Shelton B.,Shelton B.,21,16,1770,2260,2.0,1.8,5-7 6-4 3-6
Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Van Assche L.,Munar J.,73,94,770,641,2.0,1.8,7-6 6-2
Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Benchetrit E.,Kotov P.,Kotov P.,661,68,48,807,4.0,1.25,5-7 3-6
Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Dougaz A.,Navone M.,60,235,883,261,1.29,3.75,6-3 6-2
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Muller A.,Vukic A.,Vukic A.,86,67,694,818,1.57,2.38,3-6 6-7
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Nagal S.,Moutet C.,Nagal S.,95,99,633,612,2.38,1.57,4-6 6-3 6-2
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Shelbayh A.,Cobolli F.,Cobolli F.,230,63,265,865,3.4,1.33,1-6 4-6
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Shevchenko A.,Berrettini M.,135,56,470,934,1.62,2.3,6-2 6-1
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,Fognini F.,Fognini F.,89,100,662,599,2.1,1.73,7-6 1-6 4-6
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Moreno De Alboran N.,Diaz Acosta F.,Moreno De Alboran N.,157,55,413,943,3.0,1.4,6-4 3-6 6-3
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Wawrinka S.,Wawrinka S.,103,82,590,717,2.75,1.44,1-6 4-6
Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Goffin D.,Rinderknech A.,Goffin D.,102,81,594,723,1.73,2.1,6-4 6-4
Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Nagal S.,Sonego L.,Sonego L.,95,61,633,875,2.5,1.53,6-1 3-6 4-6
Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Kotov P.,Cobolli F.,Kotov P.,68,63,807,865,2.63,1.5,6-1 7-6
Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,Berrettini M.,Berrettini M.,73,135,770,470,3.0,1.4,4-6 6-4 3-6
Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Djere L.,Fognini F.,100,34,599,1185,2.5,1.53,7-6 2-6 6-4
Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Evans D.,Carballes Baena R.,Carballes Baena R.,42,64,1086,856,2.5,1.53,4-6 6-7
Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Moreno De Alboran N.,Goffin D.,Moreno De Alboran N.,157,102,413,594,2.38,1.57,6-3 6-4
Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Wawrinka S.,Navone M.,Navone M.,82,60,717,883,1.73,2.1,6-3 5-7 2-6
Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Vukic A.,Ofner S.,Vukic A.,67,47,818,1056,2.2,1.67,7-6 2-6 7-6
Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Moreno De Alboran N.,Carballes Baena R.,Carballes Baena R.,157,64,413,856,2.63,1.5,4-6 6-4 4-6
Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Kotov P.,Fognini F.,Kotov P.,68,100,807,599,1.73,2.1,6-1 6-2
Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Sonego L.,Berrettini M.,Berrettini M.,61,135,875,470,2.63,1.5,3-6 6-7
Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Navone M.,Vukic A.,Navone M.,60,67,883,818,1.44,2.75,6-2 6-4
Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Kotov P.,Carballes Baena R.,Carballes Baena R.,68,64,807,856,2.0,1.8,4-6 2-6
Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Navone M.,Berrettini M.,135,60,470,883,1.4,3.0,6-7 6-3 6-2
Grand Prix Hassan II,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Carballes Baena R.,Berrettini M.,Berrettini M.,64,135,856,470,3.0,1.4,5-7 2-6
Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Baez S.,Struff J.L.,25,19,1493,1955,2.75,1.44,1-6 7-6 6-2
Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Koepfer D.,Griekspoor T.,Griekspoor T.,54,26,938,1475,2.2,1.67,6-7 6-4 2-6
Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Bublik A.,Coric B.,33,18,1204,1992,1.53,2.5,6-1 6-1
Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Fritz T.,Musetti L.,Musetti L.,13,24,2765,1590,1.91,1.91,4-6 4-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Ofner S.,Evans D.,Ofner S.,44,50,1056,996,1.8,2.0,6-1 6-4
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,Auger-Aliassime F.,Auger-Aliassime F.,76,35,748,1150,2.2,1.67,2-6 3-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Moutet C.,Popyrin A.,46,101,1047,612,2.1,1.73,3-6 7-5 6-2
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,Nagal S.,Nagal S.,38,93,1121,656,1.44,2.75,7-5 2-6 4-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo F.,Altmaier D.,Cerundolo F.,22,52,1715,955,1.57,2.38,6-2 7-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Vacherot V.,Dimitrov G.,Dimitrov G.,138,9,464,3540,8.0,1.08,5-7 2-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,O Connell C.,Tabilo A.,45,62,1051,886,1.57,2.38,6-3 6-4
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Hanfmann Y.,Fils A.,Fils A.,61,36,888,1145,3.0,1.4,0-6 2-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Norrie C.,Khachanov K.,17,30,2005,1290,1.67,2.2,7-5 7-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Safiullin R.,Safiullin R.,72,41,775,1089,1.62,2.3,5-7 1-6
Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Humbert U.,Coria F.,Humbert U.,15,89,2425,687,1.36,3.2,4-6 6-1 6-2
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Zhang Zh.,Zhang Zh.,48,49,1030,1005,2.1,1.73,4-6 6-3 3-6
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,De Minaur A.,Wawrinka S.,De Minaur A.,11,79,3355,742,1.4,3.0,6-3 6-0
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Bautista Agut R.,Bautista Agut R.,53,90,943,668,2.0,1.8,2-6 4-6
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Korda S.,Davidovich Fokina A.,Korda S.,27,29,1445,1395,2.0,1.8,6-1 6-2
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Draper J.,Hurkacz H.,Hurkacz H.,39,8,1101,3665,2.2,1.67,4-6 6-3 6-7
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Berrettini M.,Kecmanovic M.,66,84,855,720,3.0,1.4,6-3 6-1
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,Etcheverry T.,Etcheverry T.,21,31,1755,1260,1.57,2.38,4-6 5-7
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Monfils G.,Vukic A.,Monfils G.,40,65,1092,856,1.1,7.0,6-7 6-3 7-5
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Safiullin R.,Djokovic N.,Djokovic N.,41,1,1089,9725,5.5,1.14,1-6 2-6
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Ofner S.,Zverev A.,5,44,5415,1056,1.1,7.0,6-3 6-4
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Struff J.L.,Struff J.L.,33,25,1204,1493,1.91,1.91,6-7 1-6
Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Fils A.,Musetti L.,24,36,1590,1145,1.5,2.63,6-3 7-5
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Popyrin A.,Popyrin A.,6,46,4890,1047,1.25,4.0,4-6 4-6
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Sonego L.,Auger-Aliassime F.,Sonego L.,57,35,915,1150,2.63,1.5,6-4 7-5
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Griekspoor T.,De Minaur A.,De Minaur A.,26,11,1475,3355,2.75,1.44,6-2 2-6 3-6
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Cerundolo F.,Khachanov K.,17,22,2005,1715,1.67,2.2,4-6 6-4 6-3
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,Sinner J.,Sinner J.,27,2,1445,8710,6.0,1.13,1-6 2-6
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Humbert U.,Zhang Zh.,Humbert U.,15,49,2425,1005,1.4,3.0,6-1 6-4
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Etcheverry T.,Tsitsipas S.,Tsitsipas S.,31,12,1260,3175,3.2,1.36,1-6 0-6
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Bautista Agut R.,Hurkacz H.,8,90,3665,668,1.44,2.75,7-5 7-6
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Monfils G.,Medvedev D.,Medvedev D.,40,4,1092,7165,3.4,1.33,2-6 4-6
Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Tabilo A.,Ruud C.,10,45,3465,1051,1.25,4.0,6-2 6-4
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,Dimitrov G.,Dimitrov G.,66,9,855,3540,3.4,1.33,4-6 3-6
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Nagal S.,Rune H.,7,93,3795,656,1.25,4.0,6-3 3-6 6-2
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Popyrin A.,De Minaur A.,De Minaur A.,46,11,1047,3355,2.75,1.44,3-6 4-6
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Medvedev D.,Khachanov K.,17,4,2005,7165,3.0,1.4,6-3 7-5
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Tsitsipas S.,Tsitsipas S.,5,12,5415,3175,1.8,2.0,5-7 6-7
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Musetti L.,Djokovic N.,1,24,9725,1590,1.2,4.5,7-5 6-3
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Rune H.,Rune H.,9,7,3540,3795,1.67,2.2,6-7 6-3 6-7
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Struff J.L.,Sinner J.,2,25,8710,1493,1.07,9.0,6-4 6-2
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Hurkacz H.,Ruud C.,Ruud C.,8,10,3665,3465,2.75,1.44,4-6 2-6
Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Humbert U.,Sonego L.,Humbert U.,15,57,2425,915,1.5,2.63,5-7 6-3 6-1
Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Khachanov K.,Tsitsipas S.,Tsitsipas S.,17,12,2005,3175,3.0,1.4,4-6 2-6
Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Rune H.,Sinner J.,2,7,8710,3795,1.11,6.5,6-4 6-7 6-3
Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,De Minaur A.,Djokovic N.,Djokovic N.,11,1,3355,9725,4.33,1.22,5-7 4-6
Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ruud C.,Humbert U.,Ruud C.,10,15,3465,2425,1.3,3.5,6-3 4-6 6-1
Monte Carlo Masters,2024-04-13,Masters 1000,Outdoor,Clay,Semifinals,3,Sinner J.,Tsitsipas S.,Tsitsipas S.,2,12,8710,3175,1.29,3.75,4-6 6-3 4-6
Monte Carlo Masters,2024-04-13,Masters 1000,Outdoor,Clay,Semifinals,3,Ruud C.,Djokovic N.,Ruud C.,10,1,3465,9725,3.0,1.4,6-4 1-6 6-4
Monte Carlo Masters,2024-04-14,Masters 1000,Outdoor,Clay,The Final,3,Ruud C.,Tsitsipas S.,Tsitsipas S.,10,12,3465,3175,2.2,1.67,1-6 4-6
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Evans D.,Nakashima B.,87,49,695,996,1.5,2.63,7-6 6-2
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Rincon D.,Diaz Acosta F.,Diaz Acosta F.,216,53,283,958,3.75,1.29,1-6 4-6
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Bautista Agut R.,Safiullin R.,Bautista Agut R.,84,38,703,1139,1.67,2.2,6-3 7-6
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Ajdukovic D.,Trungelliti M.,Trungelliti M.,123,197,507,310,2.1,1.73,2-6 6-7
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Mayot H.,Cachin P.,Mayot H.,116,88,525,673,1.67,2.2,7-6 2-6 6-3
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Landaluce M.,Hardt N.,Hardt N.,328,229,160,260,2.0,1.8,6-2 4-6 3-6
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Ofner S.,Kotov P.,Ofner S.,43,69,1081,817,2.0,1.8,5-7 6-3 6-2
Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Muller A.,Muller A.,108,110,590,560,2.1,1.73,6-7 0-6
Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Van Assche L.,Zhang Zh.,Van Assche L.,99,47,625,1044,1.91,1.91,7-5 6-2
Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Schwartzman D.,Lajovic D.,Lajovic D.,142,59,453,896,2.0,1.8,1-6 2-6
Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Grenier H.,Carballes Baena R.,72,159,771,407,1.17,5.5,6-2 6-4
